filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
[pia][pop_roc]1537__3.wav,0.299569786,0.056257352,744.7402186,910.8838407,1320.425992,0.023363975,-390.1946411,266.1830444,15.10327721,-28.25707436,14.63774204,10.73001099,-4.394595146,-3.79612565,-2.695423126,-7.283559322,-11.97156715,-5.757962227,-2.354242325,-9.504975319,-5.494366169,0.085715421,-7.73626709,-8.30616951,2.315832615,2.916464806,piano
[pia][pop_roc]1317__3.wav,0.539340556,0.111665942,3616.246138,3689.951857,7535.124578,0.08649365,-167.2635956,108.1845551,-16.48404694,63.08990479,-9.936382294,22.00461006,0.409790516,17.23002434,-8.828605652,3.093111038,-13.98326778,-5.844693661,-10.00908279,0.748199105,-2.73672533,-2.759947777,-5.678600788,-6.487812519,-3.336226225,-4.17440033,piano
[pia][pop_roc]1446__3.wav,0.198297113,0.035497244,1314.806373,1378.079526,1709.852724,0.050988628,-443.2107544,174.4577484,-7.885054111,-44.16255188,-8.197333336,1.655173063,-0.836064041,-0.973699272,-3.916413307,-7.978887081,-8.652967453,-2.386640549,5.935982227,10.53988457,13.79986668,13.42259979,6.076663971,-0.210188583,-1.79968071,-4.847856045,piano
[pia][cla]1325__1.wav,0.453264505,0.023605693,1002.65147,1152.159255,1765.390097,0.029579663,-397.2626648,251.2596893,-35.89950943,1.712026477,14.08392906,-6.830669403,8.99052906,-1.523292899,-11.90351295,-12.79984093,-11.80205631,-10.95467091,-4.792146683,4.248348713,-3.631680965,-10.49403381,-8.538636208,-9.784625053,-5.683588982,-2.2011621,piano
[pia][jaz_blu]1459__3.wav,0.32101208,0.056038953,950.6024097,1769.128807,1316.767842,0.026817764,-361.4782104,214.8172607,29.56386566,-5.995328426,4.568784714,11.28043365,1.464120746,-6.832451344,-6.465220928,5.832096577,3.158859968,8.846683502,1.305759788,6.929802418,-4.028982639,0.829372227,-1.086271167,1.745794177,-1.721854448,-3.860784292,piano
[pia][jaz_blu]1471__2.wav,0.40844062,0.035049673,919.1489049,1435.159899,1328.074852,0.024985295,-389.3855896,225.7396851,19.77762413,-5.968631744,-5.040074825,-3.717093945,-4.628705025,-13.49573517,-3.10428977,-2.798373461,0.008577973,3.33895731,-2.437912464,3.339330912,-2.513977766,-6.360040665,-1.482873201,-8.247300148,-1.967831373,2.830070496,piano
244__[pia][nod][cla]1384__3.wav,0.227675229,0.031044565,1120.041397,1114.181531,1718.9981,0.040259637,-397.5302734,225.2643585,-27.28078079,-16.91639709,-7.910363674,-21.84196663,-14.08277512,-12.8553381,-0.218760014,6.403891563,9.56380558,12.39191628,3.310216904,-3.202302456,-5.560870647,-8.163820267,-3.04927206,0.5781762,0.244012833,4.902369022,piano
[pia][jaz_blu]1524__3.wav,0.42446062,0.065599017,2569.598663,4026.588382,5732.07216,0.033625422,-252.3195343,140.9006042,14.53984833,27.14309502,16.85319901,37.30588913,3.067744493,7.669503689,-17.44712639,4.729789734,-11.38503361,6.550642967,-1.161364198,1.00296402,-5.321753025,-0.102995545,1.146075487,2.323948622,-4.098158836,0.335684985,piano
[pia][jaz_blu]1490__1.wav,0.244749874,0.025463093,1488.457249,1997.305433,2555.301151,0.040074882,-387.5455322,170.223526,-11.60566521,-2.551186562,15.84136486,3.461943388,-3.476392746,-11.11958313,2.088830709,3.671914816,-0.707527876,6.805380344,-6.261116505,5.296700478,-2.584756374,-3.616070032,2.913400888,-0.049098484,1.220183969,6.995485783,piano
[pia][jaz_blu]1512__2.wav,0.411692977,0.150332168,981.8307617,1812.593666,1489.366026,0.018664032,-278.8322144,185.7339172,-2.747173071,30.52459145,17.71504784,5.795151711,19.3121376,20.35649872,6.158637524,3.543717623,-0.226840332,1.095678091,4.062694073,2.303433418,-3.910389423,-11.17871475,-7.781036854,-1.378802538,-0.236161962,-2.079189301,piano
[pia][cla]1291__3.wav,0.26649189,0.044659622,1063.408527,1332.841036,1610.916385,0.036981178,-345.2641296,226.3613281,-17.78509903,3.755867243,-3.312212229,-7.385026932,1.435774565,7.411459923,5.896158218,3.202600718,3.61387372,-7.397603512,-8.40680027,-12.52901077,-7.197394848,0.314559996,3.20390749,3.511871338,-1.581845641,3.139636755,piano
[pia][pop_roc]1321__2.wav,0.317009389,0.130393177,1091.611269,1568.096993,1817.35246,0.027764162,-255.9002838,210.3296356,-13.46103001,3.217494965,9.39972496,-5.00293541,-11.72592449,-14.44008636,-17.59452248,-15.52105999,-10.31062031,-5.098140717,-3.624647379,-9.214308739,-10.86187363,-10.75914574,-10.93038845,-15.17998314,-17.0158596,-10.02610397,piano
[pia][cla]1346__1.wav,0.187552094,0.053774755,1050.279149,925.994128,1483.629381,0.038683564,-378.3316956,214.8501892,-13.98786163,-30.69654655,-3.477847576,-16.61422729,-12.34345818,-5.683731556,-7.229998589,-2.580285549,-0.938840389,-1.623177409,-2.065593481,-2.348309994,4.495330334,7.261721611,1.602783799,2.058852196,6.636634827,4.837258816,piano
112__[pia][nod][cla]1392__2.wav,0.261514872,0.039468251,1081.418831,1124.436895,1704.614918,0.034837642,-382.6499329,225.801651,-25.95094299,-10.04447174,3.053297043,-16.17654037,-4.147674084,-8.133647919,-13.03852558,-13.41133022,-14.4344883,-3.411193609,5.028585911,-2.123443365,-13.85224915,-17.54530716,-10.40361595,-1.60853827,0.51134485,3.022956371,piano
[pia][jaz_blu]1461__3.wav,0.332996279,0.093549408,938.3325348,1670.840152,1426.262933,0.019257888,-308.1948242,198.2704315,13.71912384,23.02735519,4.492466927,8.362314224,8.710040092,-2.932179213,-4.277025223,-6.688891411,-6.867164135,-1.040384054,4.085186005,3.865308285,7.625327587,7.136137009,8.102017403,9.887004852,3.504359961,-2.755543947,piano
162__[pia][dru][pop_roc]1436__1.wav,0.55610162,0.065907806,2336.947582,3409.655792,5497.20228,0.037230031,-272.520813,139.2411346,4.051766396,37.60380173,-9.836497307,35.42478561,-2.455827951,21.5952816,6.357465744,11.07044506,5.398402691,3.337319374,-2.271819353,2.935379028,10.83234024,7.435638905,3.535172462,-2.110885382,1.951977611,-0.411267549,piano
[pia][jaz_blu]1534__2.wav,0.260511547,0.090657264,546.7959346,684.6680746,757.4865393,0.021733229,-399.8786011,207.1550446,89.60312653,2.014157772,-16.99341774,-1.84834671,2.125199795,-10.15779209,-17.6380291,-11.67723465,-3.401418209,-3.122568846,-8.008666992,-9.76266098,-5.900668621,-1.096761346,-0.444884777,-3.277196646,-4.36267662,-1.519204378,piano
004__[pia][nod][cla]1394__3.wav,0.237597063,0.013912747,702.2681941,1554.834453,736.8678737,0.018038127,-591.6687012,203.9742432,60.43086624,5.445244789,8.450057983,8.010061264,-6.992368221,-12.9976511,-12.0024147,-13.86725044,-16.89182854,-12.15871716,-8.277692795,-12.45692921,-14.41023064,-6.343372822,-0.269974411,-0.028912695,4.483795643,12.24221039,piano
[pia][jaz_blu]1318__2.wav,0.403283,0.011544066,1205.792261,1895.878107,2051.224662,0.029368515,-460.4415283,215.3087769,-10.80746651,6.627209663,19.82244301,1.007193208,-18.16884804,2.019925117,-3.030328512,-0.489836097,-7.280015945,2.344085217,-2.496324301,-1.315026999,-2.92996335,-3.471347094,-2.403305292,-2.487770081,0.585843921,-3.523611307,piano
178__[pia][nod][cla]1379__3.wav,0.269139856,0.07318674,988.4441824,1104.85724,1781.020376,0.029504253,-297.700531,237.8580017,-22.06637383,-3.322870016,16.76737022,-8.315829277,-2.426133633,-5.204216003,-5.479048252,-0.787028551,-3.684355974,-4.464949131,-5.028345108,-5.427235603,-2.636526823,-1.663383126,-2.419389725,-3.267849922,-4.135018826,-1.420841217,piano
[pia][pop_roc]1331__3.wav,0.612268686,0.089114569,2242.405118,2291.674058,4346.797139,0.05454045,-200.5436249,172.7526855,-60.12789536,44.55595398,-5.708072186,17.7257328,3.912613869,2.218460321,4.357197285,-0.944185913,6.600426674,-3.323696375,0.656668544,-4.955049038,2.230264902,-0.809099734,-0.770664871,-2.658431053,-4.802156448,-3.343213558,piano
212__[pia][nod][cla]1397__1.wav,0.299853295,0.066226214,1056.055984,1202.890973,1853.019426,0.033516077,-308.0934143,232.5175323,-28.26748276,5.486427307,12.65173435,-5.588157177,8.569625854,-2.042546749,-6.771249294,-5.472448349,-8.139627457,1.422689199,5.576264381,1.40329206,-2.360339165,-6.921167374,-6.903978348,-5.410471916,-3.600632191,0.615858018,piano
135__[pia][nod][cla]1396__2.wav,0.286975205,0.004306294,1073.994279,2497.542151,1006.323902,0.02221774,-660.5509033,176.6752167,67.12335968,25.04689026,6.069777966,2.693597794,-3.716760635,-1.435569763,-12.18134499,-15.32109642,-18.2415905,-6.069619179,-4.818796635,3.751107931,4.757668018,10.3932209,7.233248234,3.90446043,-0.441435993,-5.218535423,piano
[pia][jaz_blu]1502__3.wav,0.44786796,0.155040458,1780.660811,2865.046178,3799.820524,0.030301716,-176.1968689,177.5269012,-3.457291365,36.28171921,3.422885895,15.71810722,-1.903052688,4.772602558,-2.293504715,6.997204781,2.364195108,7.85270071,3.277040005,2.997323513,-3.191799641,2.402341366,-2.97110796,2.466375351,-5.117856026,2.255860329,piano
219__[pia][nod][cla]1393__2.wav,0.240600079,0.009586334,837.5059596,1841.186924,797.6722018,0.020653713,-615.8273315,181.5708466,64.02709198,13.87396622,12.23727894,7.896315098,-2.412027597,-9.783811569,-16.06986427,-19.12449646,-16.18513107,-10.74899387,-5.502467632,-0.791999459,2.075017929,3.160310268,1.040683746,-5.42361927,-10.37829876,-9.185027122,piano
[pia][jaz_blu]1353__3.wav,0.334962338,0.177315935,2149.015893,2788.389566,4624.068307,0.036415601,-161.7986603,158.0097504,-37.59989166,71.59884644,-0.642826796,20.66800499,-7.212913036,-1.941184998,-14.73387337,-9.424407005,-1.628479838,5.680956364,6.08405304,0.935317814,4.998338699,2.089064598,3.242302418,0.685539424,-1.18204999,-5.401411533,piano
[pia][jaz_blu]1473__3.wav,0.423738301,0.02345515,1419.850315,1686.792396,2778.78088,0.038709957,-385.6359863,198.3119659,-31.99936676,15.20726109,28.79233551,-16.15638161,-2.518048048,-1.85395062,-4.775093555,2.335779667,-5.948698521,-2.338349342,3.012496471,-1.980192304,-0.192995399,1.241732597,-1.022528529,-3.622101068,-4.211987019,0.424373895,piano
[pia][jaz_blu]1526__2.wav,0.30502668,0.026616659,834.0280185,918.6924923,1311.945735,0.030676882,-437.4271851,224.5475922,21.46741295,-17.55508804,9.078246117,1.289566994,-9.929340363,-10.95049667,-9.915097237,-5.671456337,-4.738836288,-9.329238892,-11.60602379,-8.836838722,-4.777792454,-2.976929426,-2.419184923,0.568978488,2.694243431,-1.803006768,piano
[pia][pop_roc]1315__2.wav,0.462952375,0.142437086,3091.458358,3776.291283,7448.659206,0.053282984,-140.271347,128.1779327,-22.69155312,52.97122192,-6.45818615,35.94248199,-12.2978363,24.54529572,1.839212179,15.54502964,6.042121887,5.028699398,-4.338322163,-5.834410191,-2.036569118,4.639586449,5.496363163,5.0379529,1.636424303,-1.198797107,piano
[pia][cla]1293__2.wav,0.315646023,0.019077878,767.443376,1238.531972,1091.791596,0.024953246,-466.749054,232.0855713,17.63253784,5.27528429,13.90600586,-8.164133072,1.800430298,4.257507801,-1.834803581,2.139037609,1.755668879,3.23511076,-5.134051323,-0.203792855,-9.10935688,-6.44802618,-9.216833115,-1.563288331,-3.026132345,-3.470699549,piano
[pia][pop_roc]1376__2.wav,0.333145529,0.025401207,2427.190162,3091.719093,4919.380807,0.054685615,-328.5196533,148.5139771,-35.42110443,36.79796219,-15.88894176,6.920020103,-19.84832382,1.157009363,-9.062742233,2.321126938,-19.57552719,-10.09741116,-17.05176735,-1.671806335,-9.228492737,-3.893745184,-9.833799362,-8.611680984,-11.2934351,-6.684563637,piano
[pia][cla]1497__3.wav,0.34095636,0.02719458,723.1260115,1304.074666,993.852935,0.018877066,-439.5149841,221.2829437,19.42315483,30.73597336,6.07815218,5.71416378,6.708910465,-4.14351511,4.509417534,-4.560941219,-4.636426449,-7.383268356,-9.993299484,-7.294341564,-8.513719559,-3.604407549,-1.905033112,2.16958952,4.451674461,3.084794283,piano
051__[pia][dru][jaz_blu]1431__3.wav,0.256703287,0.100061581,1626.587077,2717.92182,2794.0786,0.026082514,-245.9667969,167.7646179,1.456853628,31.44697762,-6.037608147,13.36834717,-5.032381535,-0.773719549,-12.26006794,0.381803453,-10.20121193,5.755874157,-6.304772377,2.545505762,2.300639391,2.093080282,4.452285767,-5.309870243,-2.981507063,-7.66174078,piano
[pia][jaz_blu]1314__2.wav,0.488272369,0.041089408,4095.899985,4460.214284,9412.753378,0.058054567,-296.484314,87.01985931,-4.198589802,57.40597534,-10.98889065,33.4245224,-4.922687054,18.78738785,0.731866598,16.18907547,-1.853534698,16.58638573,-0.081421018,14.09235859,3.988553762,3.214513302,3.527394295,0.378207147,7.730916977,1.493400574,piano
[pia][pop_roc]1289__1.wav,0.39299649,0.190662414,1563.580769,2087.281116,3163.219225,0.035173217,-164.4855347,198.1175537,-26.91772461,29.11330605,1.108717561,8.684931755,-6.718409538,4.294670105,1.475578904,0.452845454,-1.769067883,10.67312527,15.63878632,14.07544327,0.728757083,-8.014980316,-9.783498764,-4.027982235,0.597560048,2.009379625,piano
[pia][jaz_blu]1510__3.wav,0.508792937,0.062568814,2302.230986,3417.52764,5351.707665,0.028224164,-279.0405884,138.7453308,3.713762045,58.53902054,-8.281632423,26.87216377,-1.381585479,16.69193077,-10.43375969,10.66730118,2.0340693,6.383138657,0.875231743,6.792999744,11.38439465,5.186429024,3.109253168,-4.43247366,-2.376296043,-4.660693169,piano
[pia][jaz_blu]1492__1.wav,0.332753003,0.034289051,1393.302462,1484.402461,2627.799039,0.041607595,-357.7781677,221.8456879,-43.88402557,8.298983574,27.07273865,-17.19297981,-9.505336761,-10.55506611,-8.515001297,-5.196022987,-7.373450756,0.244089127,-4.401875973,-6.374520779,-3.164777279,-5.286530495,0.195463672,1.102897048,0.726145148,5.338566303,piano
[pia][jaz_blu]1510__2.wav,0.491277814,0.062127758,2238.060172,3347.156263,5082.168497,0.030650489,-277.7414856,145.687561,2.564504862,54.82959747,-13.64112854,25.67561531,-2.020394087,17.39120483,-10.83511543,11.59469795,2.061569691,8.284191132,0.047966093,3.802918673,6.815306187,1.144655704,3.300206184,-1.121889353,0.318887085,-3.277441978,piano
[pia][jaz_blu]1314__3.wav,0.314368457,0.027431471,4567.258055,4572.265963,10156.02302,0.096042471,-290.0059814,95.59388733,-3.223315239,48.35103607,-28.63904572,23.7943306,-17.67359543,16.45899391,-5.984829426,14.22995949,-4.772418022,13.79188633,-6.376921177,6.408011913,-6.009359837,-0.1875159,-6.063696384,-4.663853645,-0.291803539,-5.108457088,piano
051__[pia][dru][jaz_blu]1431__2.wav,0.211356208,0.090070523,1898.0958,2977.827206,3585.40303,0.030837129,-258.9537964,144.396286,7.121631622,25.66200447,-1.176774263,2.221311331,-4.455666065,-6.158800602,-4.042482853,5.598882675,0.94604069,9.937953949,-3.800107956,-4.485907555,-10.30329037,-11.93039608,-4.531878948,-4.085328579,-0.743584216,-1.427408457,piano
[pia][cla]1497__2.wav,0.338528305,0.029304294,755.9016602,1302.950501,1037.168761,0.020213713,-408.3891907,194.1709747,44.45986557,12.0170145,10.75525379,-0.358033985,-0.63990742,-3.898073196,-5.856303692,-4.480688572,-4.629348755,-0.972794116,1.325025082,1.278236628,1.152857661,-2.32144165,-4.624206543,-3.281987667,-1.597627044,-0.908833504,piano
[pia][pop_roc]1376__3.wav,0.400864214,0.033313125,2650.615055,3082.251911,5697.735431,0.059470394,-263.1949768,145.1467896,-48.29892731,51.86009979,-16.20718193,23.24319458,-15.08634472,-1.836643934,-16.99705124,-2.38399601,-18.47458458,-4.251271248,-9.286970139,2.208167553,-8.210730553,-7.35871315,-10.29611111,-8.138096809,-6.780856133,-7.786839962,piano
228__[pia][nod][pop_roc]1437__1.wav,0.17887032,0.038108621,2097.199378,2054.621016,2622.394954,0.080447635,-366.533783,156.7490997,-54.69057846,-20.14683914,-2.55215168,18.21058083,0.799486935,-10.883955,-29.30788803,-5.951105595,12.49320316,9.408033371,-10.5657692,-1.314086318,24.10157967,16.57622719,1.025386214,-4.524478912,0.466536254,-1.733703852,piano
[pia][cla]1293__3.wav,0.22404784,0.035005402,777.7189989,1145.918832,1157.804582,0.021226095,-447.5174866,212.35466,19.53684235,-9.01454258,17.54719734,1.411143422,-6.748802662,-5.186326504,-1.520855784,1.134780884,-11.38150787,-12.14836597,-14.94208336,-14.36812878,-9.878612518,9.043816566,11.9145031,14.83135605,13.65971947,12.69692993,piano
[pia][pop_roc]1315__3.wav,0.512620449,0.158023953,2906.295298,3431.770422,6349.38503,0.056075048,-120.8648758,139.3359833,-34.65349579,50.84766769,-9.596146584,34.42034912,-7.258784771,25.6435051,-1.452421069,8.368843079,-0.826970398,4.351410389,-1.728971124,-0.460349947,0.70615685,0.174320534,2.021024942,1.524651647,4.666193962,0.171675339,piano
[pia][cla]1327__1.wav,0.219965324,0.105457872,816.8821516,904.2652259,1326.910895,0.026514237,-301.6497498,226.8867798,2.389687777,-7.142600536,21.60556984,-4.028125763,-11.34300327,-5.486787796,-10.13761616,-14.97872829,-10.67892361,-3.812802553,-1.640967369,2.682231903,5.960032463,5.116826057,4.802289963,-0.198132843,-5.856590271,-5.228133202,piano
[pia][jaz_blu]1526__3.wav,0.310972393,0.058018152,903.9784799,923.2901466,1476.895059,0.031817462,-354.8712463,237.3318329,-7.950135708,-17.38395309,9.430603981,-4.452246666,0.803004861,0.0760445,-6.69361496,-5.91155386,-7.347929001,-8.844251633,-10.63995075,-11.47204399,-8.034040451,-6.919778824,-4.686273575,-0.778746426,-2.355849504,-2.855008841,piano
[pia][jaz_blu]1473__2.wav,0.356382072,0.022139821,1413.676107,1640.13326,2741.2017,0.03655888,-395.1896057,210.6541138,-44.37448502,13.79675293,24.09275818,-15.97881317,0.819428742,-5.241391182,-3.867584944,5.044380188,-4.348442554,-0.36600244,-1.577239752,-6.317996025,-2.766120672,-0.027322365,0.530794799,-2.710582495,-4.580737114,1.502315521,piano
[pia][jaz_blu]1353__2.wav,0.395351171,0.132928565,2407.416145,3195.680014,5457.794024,0.034258868,-184.9658508,138.0579529,-23.42263985,73.0657959,1.56211102,24.91677666,-9.352334976,4.487633228,-2.475768805,0.090838104,-2.562607765,3.481363535,6.155771255,0.368874103,5.973693848,-0.981462777,-4.373826504,-4.191434383,3.671457291,0.256352127,piano
[pia][jaz_blu]1480__1.wav,0.334761411,0.048524451,1547.615748,1453.47532,2970.168655,0.048236155,-299.3526611,228.6974487,-66.48044586,12.61512566,19.28476143,-24.16864586,-2.955289125,-12.14493656,-0.097841702,4.860020638,-6.785822868,10.92729282,5.37387991,-0.340453386,7.63121748,-3.282930613,-3.355582476,-3.792711258,-9.422318459,-0.64240104,piano
219__[pia][nod][cla]1393__3.wav,0.212039202,0.015822619,850.1723897,1461.970664,1193.720967,0.023079301,-530.526001,204.2074432,33.6446228,-5.576423645,13.10213375,7.756578445,-4.221842766,-10.26057243,-11.58800411,-10.19472599,-9.245607376,-9.406619072,-10.01401138,-5.214726925,2.577459574,5.972253799,6.647124767,2.345898151,-6.16668129,-9.0219841,piano
[pia][jaz_blu]1502__2.wav,0.488787204,0.137003019,2012.119596,3024.069232,4217.099082,0.034656657,-192.6425018,167.4758453,-2.534463167,36.68682098,3.472763062,19.45764542,0.330955118,8.24191761,-1.80840528,6.839422703,1.429864764,4.722979546,-2.061065435,-1.19398272,-4.023761749,2.747742891,-3.99378705,0.616304874,-3.955953836,4.076616764,piano
135__[pia][nod][cla]1396__3.wav,0.273464948,0.003322205,1132.531503,2763.129589,834.5798492,0.019594193,-678.0198364,160.5452576,74.66139221,30.2672863,19.11298943,9.165020943,1.063006639,-2.866479158,-10.66692162,-15.63325119,-16.7211647,-7.034555435,-7.890660763,-5.074043274,-5.187639236,3.171266556,4.442390442,9.70062542,11.80330467,6.647570133,piano
[pia][pop_roc]1331__2.wav,0.51711905,0.044300985,1437.626752,1643.70729,2654.320629,0.038459218,-298.3657837,214.4200745,-55.7117157,18.6211834,5.86812067,5.874114513,4.475134373,-5.103090763,2.350736618,0.171445489,-1.272295237,-8.037261009,-7.179584503,-7.477649212,-0.054931287,0.405275434,0.197935596,-1.768303752,-6.36305666,-0.946517467,piano
178__[pia][nod][cla]1379__2.wav,0.277006716,0.035636351,838.9843761,996.1192849,1380.120355,0.026514237,-400.9206543,245.7089233,0.049983788,-17.36493301,18.20391083,-5.200863361,-14.59239483,-7.427790642,-8.896578789,-10.52265167,-6.733521938,-0.838792503,0.101633318,-1.514569044,-0.032994334,-0.206989303,-2.258298397,-2.283473015,-1.783539772,-0.661196113,piano
[pia][jaz_blu]1318__3.wav,0.257313848,0.023807762,1219.201153,1708.522949,2098.032359,0.032117218,-416.7460632,185.8649597,1.108947515,-12.86084652,23.04236984,-1.133536458,-17.50649261,-4.88231802,-3.812305689,-8.754758835,-4.668757915,-0.38115406,-0.793563902,-1.984700918,-1.908743024,-1.923885107,-2.512442112,-1.328296542,1.170146346,0.588698566,piano
004__[pia][nod][cla]1394__2.wav,0.328741729,0.008924026,795.1931171,1955.17893,820.1874524,0.016166873,-621.3375244,196.451355,83.36885834,26.41793251,2.690220356,6.425302505,4.147262096,2.15563345,-7.632386208,-9.796807289,-7.400098801,1.19484055,3.025171757,-1.075657368,-8.950564384,-12.18844795,-11.39952469,-10.15896225,-6.461957932,-3.370996475,piano
[pia][jaz_blu]1534__3.wav,0.401989549,0.123824455,412.7979834,545.6482434,584.4726563,0.015887051,-394.3617554,225.5536652,111.7073822,21.87549019,-6.966556549,-1.595777631,-0.033839501,-10.05316639,-18.04324913,-16.1131916,-8.912102699,-3.415659666,-2.152853012,-3.829829216,-5.76555109,-6.383328915,-6.322325706,-6.407680511,-5.765520573,-3.962447643,piano
[pia][jaz_blu]1461__2.wav,0.36657998,0.064672053,1010.672315,1813.412696,1706.277713,0.019435102,-336.6607056,192.0228577,7.429226875,31.63399696,11.60811901,18.66270447,12.68543911,3.262256384,-1.475635767,-3.646639109,-1.624878407,3.422087431,6.62412262,-1.103880167,-0.014479825,0.245178759,3.788165331,6.016978741,3.370871067,2.133354664,piano
112__[pia][nod][cla]1392__3.wav,0.264854789,0.03080599,915.3602645,1016.653061,1284.177048,0.033665013,-419.3414001,241.2292023,-9.352858543,-17.11395454,2.645755053,-7.733782291,8.910137177,13.24210644,5.593393326,-3.244154215,-14.31651211,-19.53477287,-17.06601715,-7.835888863,-2.205084801,-3.495359659,-4.385043144,-7.510111332,-10.13107204,-3.701382637,piano
162__[pia][dru][pop_roc]1436__2.wav,0.545736909,0.063537419,2520.896872,3600.905092,6354.123997,0.035853795,-257.5192566,134.4399109,2.990321159,36.83692551,-9.233036995,31.88805771,-6.996334076,19.35082436,8.294222832,14.41553211,9.450335503,6.690002441,3.542354584,0.172911182,3.015054703,1.088238478,1.930825949,0.2281764,3.757497549,-1.367910028,piano
112__[pia][nod][cla]1392__1.wav,0.237523571,0.022115709,864.0678707,1145.345993,1185.07443,0.026295548,-470.1584167,212.0458527,26.21122742,-21.35824203,-4.318412781,-8.865319252,-18.45268059,-17.75649834,-13.44377899,-10.55988407,-8.162727356,-2.796772957,1.038360715,-2.575273991,-4.707560539,0.555400372,4.730509758,4.928454399,6.346535206,8.98927784,piano
[pia][jaz_blu]1534__1.wav,0.337776005,0.105950274,488.8257121,632.6216741,689.6559347,0.018883412,-399.4743347,214.4824677,100.6065903,12.12377834,-14.78553486,-8.797373772,-7.220121384,-14.22331333,-15.58494091,-9.100650787,-5.046966076,-8.097253799,-12.82350063,-13.81329536,-11.67268753,-9.255146027,-6.995005131,-3.5096488,0.97494781,3.335957766,piano
[pia][jaz_blu]1318__1.wav,0.220945224,0.029680135,1449.064764,1704.425817,2441.89849,0.041952597,-408.1575317,179.704422,-24.30862427,-18.7248497,22.65208435,-8.217679024,-16.41575623,2.398365498,2.146851301,-3.088623524,-1.010178089,1.879539251,2.80759573,2.522327662,3.396214724,4.181714058,3.006420135,1.35927999,0.125290558,-1.987693548,piano
212__[pia][nod][cla]1397__2.wav,0.235414013,0.0750627,1036.931172,1154.229284,1733.630701,0.033342634,-311.3851929,229.199646,-22.18132782,0.696602166,14.76826,-2.36315465,4.59233427,-1.333230257,-6.667957783,-7.465537548,-2.133718967,8.607330322,5.77647686,-2.607120752,-5.758188248,-6.889473438,-1.715402484,1.591330051,-0.107293442,0.696350336,piano
135__[pia][nod][cla]1396__1.wav,0.342937469,0.002725081,1148.785708,2738.395634,985.7052365,0.018464195,-669.6564941,175.5174408,54.16814041,29.80955887,6.248358727,9.923897743,-7.796905994,3.65476203,-12.20048428,-6.31651926,-15.80628395,-2.074737072,-7.362718582,3.48688221,0.992904842,4.591293335,-3.693296432,-8.292551041,-6.77092123,-5.209179401,piano
[pia][pop_roc]1319__1.wav,0.530809045,0.188530907,4415.974929,4357.908327,9924.811286,0.100693397,-101.6236572,100.3061981,-26.53344917,50.51123428,-11.62459755,34.96935272,-19.80038834,16.06010437,-17.01224899,13.33694458,-12.27859402,14.27699566,0.594643533,-0.134116098,5.279331684,-8.202199936,2.024059534,-5.007834911,3.912935019,2.034564018,piano
219__[pia][nod][cla]1393__1.wav,0.251912892,0.015796138,786.3748436,1375.180719,1080.734005,0.021846344,-538.5855713,210.5392456,31.21066475,0.43609336,14.97830296,0.77125442,-8.828730583,-9.459691048,-14.73497105,-19.18653107,-16.16047287,-12.71823311,-11.67301273,-7.816462517,-0.879020333,4.612505436,3.640661716,-2.739904404,-6.835957527,-4.994286537,piano
[pia][jaz_blu]1480__3.wav,0.376717865,0.036733769,1845.841279,1587.687525,3461.857316,0.062089014,-312.5221252,210.6383667,-75.71244812,22.09091377,23.76124573,-24.20227623,1.928067923,-7.204051018,5.995988369,9.029540062,-9.16298008,3.58698082,-3.653272152,-6.078235626,6.457760811,0.173093468,4.151318073,3.239862442,-5.275268078,0.070726842,piano
[pia][jaz_blu]1526__1.wav,0.250549346,0.026642716,652.632356,859.6571272,984.4581398,0.024544145,-483.1992493,228.47258,50.46444321,-5.815924644,4.327923298,1.705132365,-7.799080372,-9.210505486,-10.51496315,-13.23219776,-10.30727768,-6.60802412,-4.621997833,-4.063370705,-8.587089539,-12.29373646,-7.041091442,0.987707496,0.869236529,-5.48293829,piano
[pia][pop_roc]1315__1.wav,0.551217973,0.124323845,3177.438815,3749.106415,7370.507813,0.060910729,-134.8143768,132.8815918,-26.76180267,53.2470665,-7.256799221,33.01477814,-13.15250015,25.54548836,-2.280618429,8.068199158,-1.212534428,0.370111525,-4.374949932,-1.28210032,-1.177336574,1.706467152,-0.03408074,1.512253881,-0.482343495,-0.019570693,piano
[pia][cla]1293__1.wav,0.36526832,0.011355437,696.8506363,1560.413701,898.1590477,0.017702552,-544.1315308,216.2965698,49.69668198,5.692759037,18.21216583,3.603273869,0.015329133,3.032574892,-1.684383392,-4.844444752,-10.08804131,-3.396718979,-9.380981445,0.017876526,-1.787356138,5.587444305,1.017876029,7.547284126,5.296949863,0.312859148,piano
228__[pia][nod][pop_roc]1437__3.wav,0.220670983,0.022866992,1760.49457,2341.162583,2549.813925,0.043924575,-388.2726135,173.8513947,-29.92287636,-13.67579174,-26.95953941,-11.98171711,-19.95330811,3.184333563,-7.069723129,9.463088989,10.40683842,8.022012711,-4.66079855,-4.979100227,4.126431942,6.60747385,10.26924324,0.304890692,4.869663715,5.697903633,piano
